Schulnummer;Anzahl;
"193884";"34";
"193902";"122";
"193914";"790";
"193926";"148";
"193938";"502";
"193940";"31";
"193951";"785";
"193963";"512";
"193975";"213";
"193987";"284";
"194001";"150";
"194013";"364";
"194025";"949";
"194037";"199";
"194049";"204";
"194050";"549";
"194062";"219";
"194086";"246";
"194098";"221";
"194116";"191";
"194128";"115";
"194130";"600";
"194141";"341";
"194153";"395";
"194177";"605";
"194189";"206";
"194190";"64";
"194219";"793";
"194220";"246";
"194232";"884";
"194244";"153";
"194256";"979";
"194268";"225";
"194270";"234";
"194281";"305";
"194293";"414";
"194300";"29";
"194311";"99";
"194323";"1916";
"194335";"89";
"194347";"89";
"194359";"265";
"194360";"128";
"194372";"256";
"194396";"724";
"194402";"297";
"194426";"32";
"194438";"187";
"194440";"85";
"194451";"531";
"194475";"70";
"194487";"1296";
"194517";"107";
"194530";"608";
"194542";"120";
"194566";"339";
"194578";"479";
"194580";"89";
"194608";"192";
"194610";"154";
"194621";"111";
"194645";"411";
"194657";"197";
"194669";"92";
"194670";"943";
"194682";"595";
"194694";"176";
"194736";"336";
"194750";"332";
"194761";"314";
"194773";"25";
"194785";"484";
"194797";"84";
"194803";"57";
"194815";"182";
"194839";"435";
"194852";"63";
"194864";"919";
"194876";"190";
"194888";"214";
"194906";"470";
"194918";"458";
"194920";"74";
"194931";"220";
"194943";"296";
"194955";"635";
"194967";"196";
"194979";"67";
"194980";"104";
"194992";"274";
"195005";"139";
"195029";"178";
"195054";"199";
"195066";"154";
"195078";"343";
"195080";"217";
"195091";"17";
"195108";"123";
"195110";"247";
"195121";"47";
"195133";"96";
"195145";"129";
"195157";"76";
"195169";"52";
"195170";"65";
"195182";"518";
"195194";"103";
"195200";"202";
"195212";"224";
"195236";"216";
"195250";"504";
"195261";"259";
"195273";"206";
"195285";"461";
"195297";"216";
"195303";"339";
"195315";"29";
"195327";"80";
"195339";"100";
"195340";"272";
"195352";"82";
"195376";"326";
"195388";"157";
"195390";"530";
"195406";"795";
"195418";"151";
"195420";"166";
"195431";"155";
"195443";"139";
"195455";"97";
"195467";"211";
"195480";"336";
"195492";"13";
"195509";"123";
"195522";"147";
"195534";"165";
"195546";"372";
"195558";"461";
"195560";"287";
"195583";"243";
"195595";"34";
"195601";"90";
"195613";"120";
"195625";"176";
"195637";"112";
"195649";"76";
"195650";"294";
"195662";"203";
"195674";"85";
"195686";"363";
"195698";"49";
"195704";"998";
"195716";"31";
"195728";"912";
"195730";"40";
"195741";"30";
"195753";"55";
"195765";"94";
"195777";"80";
"195789";"92";
"195790";"162";
"195807";"95";
"195819";"207";
"195820";"169";
"195832";"968";
"195844";"201";
"195856";"134";
"195868";"149";
"195870";"63";
"195893";"119";
"195900";"98";
"195911";"1057";
"195923";"14";
"195935";"159";
"195947";"1203";
"195959";"801";
"195960";"822";
"195972";"55";
"195984";"44";
"195996";"104";
"196009";"75";
"196022";"84";
"196034";"302";
"196046";"294";
"196058";"8";
"196060";"102";
"196071";"133";
"196083";"332";
"196101";"515";
"196113";"57";
"196125";"108";
"196137";"2058";
"196149";"296";
"196150";"422";
"196162";"39";
"196174";"798";
"196186";"710";
"196198";"501";
"196216";"1004";
"196228";"719";
"196230";"255";
"196241";"264";
"196253";"196";
"196265";"411";
"196277";"455";
"196289";"702";
"196290";"720";
"196320";"402";
"196356";"414";
"196368";"564";
"196400";"433";
"196423";"754";
"196435";"252";
"196447";"345";
"196459";"369";
"196472";"46";
"196484";"1048";
"196496";"212";
"196502";"13";
"196526";"202";
"196538";"490";
"196540";"237";
"196551";"323";
"196563";"279";
"196587";"215";
"196599";"128";
"196605";"45";
"196617";"432";
"196630";"98";
"196642";"449";
"196654";"860";
"196666";"694";
"196678";"621";
"196680";"405";
"196691";"318";
"196708";"440";
"196710";"825";
"196721";"716";
"196745";"734";
"196757";"933";
"196770";"720";
"196782";"663";
"196794";"776";
"196800";"580";
"196812";"653";
"196824";"1199";
"196836";"446";
"196848";"495";
"196850";"573";
"196861";"675";
"196873";"431";
"196885";"775";
"196897";"575";
"196903";"561";
"196915";"1180";
"196927";"523";
"196940";"694";
"196976";"659";
"196988";"607";
"196990";"444";
"197002";"491";
"197014";"491";
"197026";"447";
"197038";"822";
"197051";"398";
"197063";"445";
"197105";"548";
"197117";"503";
"197129";"694";
"197130";"929";
"197142";"596";
"197154";"1130";
"197166";"476";
"197178";"498";
"197180";"621";
"197191";"916";
"197208";"475";
"197210";"504";
"197221";"664";
"197233";"617";
"197245";"829";
"197257";"852";
"197282";"704";
"197294";"504";
"197300";"396";
"197312";"900";
"197348";"667";
"197350";"796";
"197361";"951";
"197373";"270";
"197385";"125";
"197397";"798";
"197403";"30";
"197415";"73";
"197427";"30";
"197439";"44";
"197440";"317";
"197464";"251";
"197476";"306";
"197488";"332";
"197490";"568";
"197506";"293";
"197518";"194";
"197520";"88";
"197531";"257";
"197543";"23";
"197555";"78";
"197567";"147";
"197579";"179";
"197580";"491";
"197609";"790";
"197622";"1093";
"197634";"799";
"197658";"762";
"197660";"470";
"197671";"470";
"197683";"830";
"197695";"681";
"197701";"657";
"197725";"582";
"197737";"864";
"197749";"769";
"197750";"619";
"197762";"551";
"197774";"585";
"197786";"426";
"197798";"629";
"197804";"515";
"197816";"882";
"197828";"335";
"197830";"43";
"197841";"96";
"197853";"46";
"197865";"369";
"197877";"562";
"197890";"770";
"197907";"588";
"197932";"372";
"197944";"499";
"197956";"241";
"197968";"439";
"197970";"468";
"197981";"414";
"197993";"720";
"198006";"629";
"198018";"678";
"198020";"554";
"198043";"387";
"198067";"482";
"198080";"452";
"198092";"876";
"198110";"579";
"198122";"368";
"198146";"890";
"198158";"844";
"198160";"621";
"198171";"606";
"198183";"364";
"198195";"449";
"198201";"869";
"198213";"796";
"198225";"573";
"198237";"833";
"198249";"435";
"198250";"450";
"198262";"724";
"198274";"719";
"198286";"398";
"198298";"690";
"198304";"406";
"198316";"376";
"198328";"332";
"198330";"453";
"198341";"247";
"198353";"66";
"198365";"553";
"198389";"635";
"198390";"603";
"198407";"148";
"198419";"347";
"198420";"642";
"198432";"407";
"198444";"552";
"198468";"201";
"198470";"91";
"198481";"205";
"198493";"1150";
"198500";"23";
"198511";"288";
"198523";"211";
"198535";"42";
"198547";"439";
"198560";"143";
"198572";"338";
"198584";"56";
"198602";"434";
"198626";"224";
"198638";"453";
"198651";"418";
"198663";"366";
"198675";"460";
"198699";"537";
"198705";"821";
"198717";"439";
"198729";"697";
"198730";"624";
"198742";"806";
"198754";"513";
"198766";"431";
"198778";"593";
"198780";"429";
"198791";"354";
"198808";"365";
"198810";"88";
"198821";"634";
"198833";"386";
"198845";"64";
"198857";"441";
"198870";"453";
"198882";"412";
"198894";"518";
"198912";"457";
"198948";"481";
"198950";"594";
"198961";"475";
"198973";"478";
"198985";"573";
"198997";"788";
"199000";"441";
"199011";"478";
"199023";"651";
"199035";"164";
"199047";"395";
"199059";"403";
"199060";"470";
"199084";"426";
"199096";"555";
"199102";"209";
"199114";"623";
"199138";"226";
"199140";"221";
"199163";"686";
"199175";"448";
"199187";"629";
"199199";"634";
"199205";"240";
"199217";"175";
"199229";"510";
"199230";"323";
"199242";"364";
"199254";"172";
"199266";"266";
"199278";"139";
"199280";"50";
"199291";"485";
"199308";"31";
"199310";"351";
"199321";"103";
"199333";"398";
"199345";"149";
"199357";"222";
"199369";"213";
"199370";"281";
"199400";"404";
"199412";"239";
"199436";"336";
"199450";"282";
"199461";"329";
"199473";"406";
"199497";"455";
"199503";"701";
"199515";"327";
"199527";"244";
"199539";"300";
"199540";"256";
"199552";"276";
"199564";"416";
"199576";"70";
"199588";"120";
"199590";"261";
"199606";"544";
"199618";"832";
"199620";"404";
"199631";"1218";
"199643";"84";
"199655";"159";
"199667";"75";
"199679";"65";
"199680";"910";
"199692";"33";
"199709";"57";
"199710";"172";
"199734";"245";
"199746";"195";
"199758";"245";
"199760";"26";
"199771";"61";
"199795";"651";
"199801";"819";
"199813";"208";
"199825";"245";
"199837";"220";
"199849";"195";
"199850";"301";
"199862";"502";
"199874";"495";
"199886";"223";
"199898";"204";
"199904";"649";
"199916";"188";
"199930";"522";
"199941";"272";
"199953";"195";
"199965";"586";
"199977";"270";
"199989";"595";
"199990";"91";
